fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality
-0.47898610869434477,0.2998433956079511,-0.6745842627833732,-0.28983474219422756,-0.501006020312425,-0.7642363164924335,-0.3074892562571803,-1.4848309046327288,0.1903455553814709,-0.01320300237318495,2.0749254165516464,7
1.1183926238961313,-1.1555043071920785,-0.12448837991465078,-0.7941732590512557,-0.28055609900016215,-0.08248844393099188,0.25963754281805373,-0.15807785682487357,0.004907495035905164,-1.0284349943270987,-0.592066263040102,6
0.28167043063445346,-0.8523068691087389,-0.12448837991465078,1.853603954448142,-0.004993697359833561,1.2810073011918914,1.7217613216838916,1.4261048868262962,-0.4895939992189405,-0.48697793195167804,-1.3421576729252818,8
0.6619987002988527,-0.4278304557920636,0.21932154687830072,-0.7731591541822128,-0.7214559416246878,0.4288224604900894,-0.218875693901675,-0.7026406749549369,0.004907495035905164,0.6636183255960907,-0.0920053231166494,8
-0.1747234929628252,-0.6703884062587352,0.08179757616112034,-0.9202578882655128,-0.36322481949226076,0.8833210421977171,-0.09481670660396754,-1.1547928330387367,-1.1077208670374976,0.798982591189946,0.24136863683231952,6
0.28167043063445346,-0.6703884062587352,-0.19325036527324116,0.6768140817817431,-0.0876624178519322,1.9627551737533333,0.5432009423556708,0.5350020935225064,-0.675032059564509,-1.4345277911086642,-0.592066263040102,6
0.12953912276869436,-1.0342253319587424,0.5631314736712526,0.02537683084141506,-0.5285622604764578,0.20157316963627547,0.8090416294221867,-0.38910450694064247,-1.0459081802556431,0.595936192799163,0.824773066743014,4
-0.47898610869434477,-0.6703884062587352,0.013035590802529966,-0.9412719931345556,-0.41833729982032636,-0.30973773478480576,-0.6442207932081006,-0.6861387713752392,1.0557231703274508,0.05447913042374269,-0.2586923030911346,7
0.12953912276869436,-0.06399353009205623,-0.3995363213490119,2.1478014226147417,-0.1978873785080635,2.0763798191802403,1.677454540506139,1.4492075518378804,-0.9840954934737861,1.0020289895807288,-0.8420967330018291,5
0.43380173850021325,1.5126331479413087,-0.9496322042177345,-0.6470745249679559,0.5461311059208235,-0.7642363164924335,-1.0872886049856272,0.9310477794353264,1.3029739174548736,0.3928897944083801,-0.4253792830656183,5
0.20560477670157393,0.23920390799128316,-0.19325036527324116,-0.10070779837284191,-0.9694621031009836,0.4288224604900894,-0.04164856919066434,-1.4584278589051831,-0.8604701199100747,-0.35161366635782315,2.0749254165516464,7
-0.25078914689570475,0.3604828832246191,-0.12448837991465078,1.0970961791626,-0.6387872211325892,-0.36655005749825925,-0.502439093439292,-0.6696368677955413,-0.42778131243708617,-0.5546600647486056,1.9082384365771625,6
-0.6311174165601039,-0.4278304557920636,0.9069414004642041,0.6137717671746148,-0.17033113834403063,1.224194978478438,1.429336565910724,0.27097163624734194,-0.24234325209151766,-0.35161366635782315,-0.8420967330018291,5
